LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,label
0,3,0,1,2,2,1,6,14.99,3,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,9,N
0,3,0,1,2,2,1,6,14.99,3,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,9,N
1,51,0,5,26,11,26,32,14.63,133.33,260000,0.65,390,0.01,14444.44,1950,160,230,12,20,38,N
0,1,0,0,1,1,1,3,15,2,60,0.01,10,0.5,3.33,30,4,6,4,4,5,N
0,1,0,0,1,1,1,2,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,4,N
0,3,0,0,2,1,1,9,11.95,6,430.2,0.02,20,0.17,23.9,71.7,6,14,4,8,11,N
7,9,0,5,5,4,1,31,34.19,16,8751.88,0.18,105,0.06,486.22,546.99,42,63,21,16,49,N
0,3,0,0,2,1,1,7,13.92,8.33,966.67,0.04,29,0.12,53.7,116,10,19,6,10,9,N
16,13,0,6,7,5,4,74,70.9,29.16,60293.86,0.69,328,0.03,3349.66,2067.63,142,186,56,23,98,N
24,15,0,8,8,5,4,72,65.86,28.75,54439.88,0.63,304,0.03,3024.44,1893.56,130,174,52,23,106,N
7,19,0,4,10,4,10,41,36.56,27.04,26728.43,0.33,180,0.04,1484.91,988.53,74,106,26,19,54,N
6,7,0,2,4,2,1,24,35.07,11.33,4504.53,0.13,81,0.09,250.25,397.46,34,47,18,12,34,N
0,12,0,0,11,11,1,38,53.55,9.33,4664.41,0.17,91,0.11,259.13,499.76,28,63,27,18,40,N
4,3,0,0,2,2,1,13,25.4,14.88,5620.23,0.13,77,0.07,312.23,377.83,34,43,16,14,19,N
2,1,0,2,1,1,1,11,34.64,5.12,906.44,0.06,41,0.2,50.36,177.2,19,22,13,7,17,N
1,5,0,2,3,2,1,9,10.23,13.71,1923.16,0.05,31,0.07,106.84,140.23,12,19,7,16,16,N
2,1,0,2,1,1,1,11,34.64,5.12,906.44,0.06,41,0.2,50.36,177.2,19,22,13,7,17,N
1,5,0,2,3,2,1,9,10.23,13.71,1923.16,0.05,31,0.07,106.84,140.23,12,19,7,16,16,N
2,3,0,3,2,2,1,8,21.81,6.5,921.55,0.05,34,0.15,51.2,141.78,13,21,9,9,17,N
1,1,0,2,1,1,1,6,25.84,4.13,439.75,0.04,28,0.24,24.43,106.61,11,17,8,6,12,N
1,1,0,2,1,1,1,6,25.84,4.13,439.75,0.04,28,0.24,24.43,106.61,11,17,8,6,13,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,4,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N
6,11,0,6,6,5,1,37,53.79,14.44,11222.67,0.26,147,0.07,623.48,776.95,65,82,27,12,51,N
2,1,0,1,1,1,1,5,19.58,3.5,239.86,0.02,18,0.29,13.33,68.53,7,11,7,7,10,N
5,13,0,7,7,5,1,55,52.14,22.85,27216.16,0.4,227,0.04,1512.01,1191.28,99,128,26,12,69,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N
3,9,0,7,5,3,5,14,21.83,13.71,4104.96,0.1,61,0.07,228.05,299.32,24,37,14,16,26,N
0,1,0,0,1,1,1,4,14.14,5.25,389.71,0.02,19,0.19,21.65,74.23,7,12,6,9,6,N
0,1,0,0,1,1,1,3,12.18,3,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,5,N
0,5,0,0,3,3,1,13,21.15,4.5,428.33,0.03,25,0.22,23.8,95.18,9,16,7,7,15,N
2,5,1,0,3,1,1,13,18.5,15.36,4367.39,0.09,62,0.07,242.63,284.27,26,36,11,13,21,N
2,7,0,0,4,1,1,23,16.14,21.86,7718.78,0.12,77,0.05,428.82,353.04,37,40,11,13,29,N
1,3,0,0,2,2,1,13,19.11,13.75,3612.2,0.09,63,0.07,200.68,262.71,22,41,8,10,17,N
3,13,0,0,7,1,1,27,15.66,25.5,10183.98,0.13,86,0.04,565.78,399.37,34,52,10,15,32,N
3,9,4,0,5,5,1,33,42.93,21.86,20522.49,0.31,183,0.05,1140.14,938.66,74,109,22,13,42,N
6,27,1,4,14,12,10,95,52.79,41.26,89865.49,0.73,353,0.02,4992.53,2177.98,146,207,46,26,109,N
0,3,0,0,2,2,1,9,10.69,9,865.9,0.03,26,0.11,48.11,96.21,8,18,4,9,11,N
2,17,8,0,9,8,1,28,46.1,12.14,6797.87,0.19,113,0.08,377.66,559.82,51,62,21,10,40,N
2,9,4,0,5,4,1,19,29.58,9.35,2584.07,0.09,62,0.11,143.56,276.48,27,35,13,9,27,N
6,9,0,0,5,2,5,24,36.5,17.81,11579.99,0.22,123,0.06,643.33,650.1,57,66,24,15,32,N
3,7,0,0,4,2,1,20,20.24,19.5,7697.19,0.13,85,0.05,427.62,394.73,36,49,12,13,26,N
1,3,0,0,2,1,1,7,13.67,12.86,2259.78,0.06,43,0.08,125.54,175.76,18,25,7,10,11,N
2,3,0,0,2,2,1,8,12.69,7.58,729.6,0.03,26,0.13,40.53,96.21,13,13,6,7,12,N
1,5,0,0,3,1,1,25,33.57,24.64,20384.28,0.28,160,0.04,1132.46,827.19,69,91,21,15,26,N
2,1,0,0,1,1,1,4,14.33,6,515.71,0.03,22,0.17,28.65,85.95,8,14,6,9,8,N
4,7,0,4,4,1,1,21,18.93,14.77,4131.68,0.09,61,0.07,229.54,279.68,25,36,11,13,32,N
5,13,0,2,7,1,1,20,12.74,24.5,7647.93,0.1,70,0.04,424.88,312.16,28,42,8,14,30,N
5,3,0,0,2,1,1,15,39.94,12.78,6525.86,0.17,98,0.08,362.55,510.53,42,56,23,14,22,N
5,1,0,0,1,1,1,9,17.93,10.93,2142,0.07,49,0.09,119,196,17,32,7,9,16,N
5,3,0,0,2,2,1,10,16.5,17,4769.15,0.09,59,0.06,264.95,280.54,20,39,10,17,18,N
7,1,0,4,1,1,1,22,31.02,13.88,5972.45,0.14,98,0.07,331.8,430.45,37,61,12,9,33,N
0,1,0,0,1,1,1,2,12.18,3,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,4,N
0,1,0,0,1,1,1,7,32.77,4.67,713.65,0.05,36,0.21,39.65,152.93,16,20,12,7,9,N
4,7,0,0,4,4,1,24,38.97,9.24,3325.26,0.12,72,0.11,184.74,360,27,45,19,13,28,N
1,1,0,0,1,1,1,6,21.58,9,1747.58,0.06,51,0.11,97.09,194.18,18,33,7,7,9,N
7,5,0,4,3,2,1,45,40.85,16.7,11399.82,0.23,131,0.06,633.32,682.44,49,82,22,15,61,N
4,7,0,0,4,2,3,23,20.77,27.38,15572.12,0.19,110,0.04,865.12,568.69,49,61,17,19,27,N
5,5,0,0,3,2,1,20,18.62,14.77,4063.94,0.09,60,0.07,225.77,275.1,25,35,11,13,29,N
1,3,0,0,2,1,1,10,12.56,11.2,1574.91,0.05,38,0.09,87.49,140.62,14,24,5,8,13,N
0,1,0,0,1,1,1,7,29.49,5.09,764.23,0.05,36,0.2,42.46,150.12,16,20,11,7,9,N
3,5,0,0,3,2,3,13,13.61,12.07,1982.53,0.05,38,0.08,110.14,164.23,13,25,7,13,18,N
1,3,0,0,2,2,1,14,18.13,23.33,9871.1,0.14,88,0.04,548.39,423.05,35,53,12,16,17,N
1,3,0,0,2,2,1,12,22.08,10.77,2560.32,0.08,50,0.09,142.24,237.74,20,30,13,14,15,N
0,1,0,0,1,1,1,4,16.46,5.83,560,0.03,24,0.17,31.11,96,7,17,6,10,6,N
4,3,0,0,2,2,1,18,18.9,18.75,6645.82,0.12,85,0.05,369.21,354.44,30,55,8,10,24,N
5,1,0,2,1,1,1,21,60.6,11.35,7801.62,0.23,133,0.09,433.42,687.6,59,74,26,10,30,N
5,5,0,0,3,2,3,20,22.99,18.37,7755.5,0.14,83,0.05,430.86,422.26,29,54,15,19,29,N
5,3,0,3,2,2,1,12,20.89,7.15,1067.77,0.05,34,0.14,59.32,149.34,13,21,10,11,22,N
5,9,0,3,5,3,1,22,24.18,16.39,6497.07,0.13,80,0.06,360.95,396.34,27,53,14,17,30,N
4,7,0,0,4,4,1,20,27.65,8.5,1997.69,0.08,50,0.12,110.98,235.02,17,33,13,13,24,N
2,5,1,0,3,3,1,13,20.78,7.56,1188.62,0.05,37,0.13,66.03,157.17,11,26,8,11,16,N
2,5,0,2,3,1,1,16,15.25,22.29,7573.45,0.11,80,0.04,420.75,339.83,26,54,7,12,23,N
23,73,0,42,37,6,18,170,30.81,110.38,375433.37,1.13,591,0.01,20857.41,3401.14,205,386,26,28,237,N
1,21,0,6,12,3,3,28,30.83,18.48,10526.44,0.19,102,0.05,584.8,569.67,34,68,23,25,37,N
12,15,0,13,8,5,1,62,43.55,21.69,20486.51,0.31,171,0.05,1138.14,944.53,74,97,29,17,89,N
5,9,0,0,5,1,1,23,22.31,10.62,2514.11,0.08,51,0.09,139.67,236.84,23,28,13,12,30,N
11,27,1,14,14,8,8,75,49.65,34.2,58071.6,0.57,283,0.03,3226.2,1698,114,169,40,24,103,N
4,9,1,2,5,3,5,16,25.75,12.13,3791.4,0.1,65,0.08,210.63,312.48,28,37,15,13,25,N
1,1,0,0,1,1,1,6,10.11,3.33,112.29,0.01,12,0.3,6.24,33.69,5,7,3,4,9,N
2,11,0,0,6,3,6,11,21.3,13.46,3857.44,0.1,59,0.07,214.3,286.62,19,40,12,17,15,N
2,3,0,0,2,1,1,8,7.93,12.1,1161.6,0.03,24,0.08,64.53,96,11,13,5,11,12,N
2,3,0,0,2,1,1,8,7.93,12.1,1161.6,0.03,24,0.08,64.53,96,11,13,5,11,12,N
4,9,0,2,5,3,5,17,24.05,13.53,4404.89,0.11,67,0.07,244.72,325.48,29,38,15,14,25,N
1,13,0,3,7,5,7,14,10.07,40.07,16167.89,0.13,88,0.02,898.22,403.48,33,55,7,17,20,N
0,1,0,0,1,1,1,2,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,4,N
0,1,0,0,1,1,1,2,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,4,N
0,1,0,0,1,1,1,2,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,4,N
0,1,0,0,1,1,1,2,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,4,N
17,3,0,14,2,1,1,42,57.54,25.14,36375.41,0.48,265,0.04,2020.86,1446.75,88,177,28,16,75,N
5,1,0,0,1,1,1,9,23.39,8.5,1689.87,0.07,46,0.12,93.88,198.81,17,29,10,10,16,N
0,1,0,0,1,1,1,3,13,3,117,0.01,13,0.33,6.5,39,6,7,4,4,5,N
5,15,10,1,8,5,1,89,59.3,31.91,60402.76,0.63,312,0.03,3355.71,1892.62,150,162,47,20,107,N
7,1,0,0,1,1,1,12,45.59,10,4559.43,0.15,97,0.1,253.3,455.94,45,52,18,8,22,N
7,5,0,2,3,2,1,19,20.24,24.23,11881.56,0.16,102,0.04,660.09,490.35,42,60,13,15,30,N
1,1,0,8,1,1,1,5,25.79,3.33,286.51,0.03,22,0.3,15.92,85.95,10,12,9,6,16,N
4,1,0,1,1,1,1,8,55.4,6.64,2444.68,0.12,75,0.15,135.82,368.02,31,44,21,9,15,N
5,1,0,1,1,1,1,13,35.82,8.46,2564.51,0.1,67,0.12,142.47,303.08,22,45,13,10,23,N
1,1,0,0,1,1,1,5,22.94,5,573.47,0.04,27,0.2,31.86,114.69,9,18,9,10,11,N
3,5,0,1,3,2,3,11,30.98,9.19,2614.76,0.09,58,0.11,145.26,284.6,21,37,16,14,19,N
3,1,0,0,1,1,1,6,26.6,4.95,651.84,0.04,31,0.2,36.21,131.69,11,20,10,9,13,N
34,13,17,75,7,7,1,153,270.53,20.98,119057.45,1.89,782,0.05,6614.3,5675.28,386,396,138,15,281,N
6,11,0,2,6,4,1,23,23.43,28.44,18957.02,0.22,131,0.04,1053.17,666.46,64,67,18,16,34,N
4,3,0,3,2,2,1,9,18.89,11.2,2369.02,0.07,45,0.09,131.61,211.52,14,31,10,16,18,N
10,19,1,4,10,9,3,49,53.72,26.7,38298.92,0.48,247,0.04,2127.72,1434.42,89,158,35,21,66,N
2,3,0,0,2,2,1,10,23.44,7.33,1260.57,0.06,38,0.14,70.03,171.9,16,22,12,11,14,N
1,1,0,0,1,1,1,7,39.53,4,632.49,0.05,36,0.25,35.14,158.12,16,20,14,7,12,N
3,1,0,0,1,1,1,7,21.81,6.5,921.55,0.05,34,0.15,51.2,141.78,13,21,9,9,12,N
0,1,0,1,1,1,1,28,84.58,5.34,2412.57,0.15,95,0.19,134.03,451.71,47,48,22,5,31,N
3,3,4,0,2,2,1,10,39.23,4.27,714.12,0.06,37,0.23,39.67,167.37,16,21,15,8,19,N
2,7,0,0,4,4,3,23,30.92,11.42,4032.86,0.12,70,0.09,224.05,353.11,31,39,19,14,28,N
3,9,6,4,5,2,1,51,48.27,21.75,22835.76,0.35,180,0.05,1268.65,1049.92,87,93,38,19,66,N
1,3,0,0,2,2,1,13,47.77,7.39,2609.93,0.12,70,0.14,145,353.11,34,36,23,10,16,N
18,11,0,10,6,6,1,81,151.86,14.7,32795.22,0.74,352,0.07,1821.96,2231.63,169,183,69,12,111,N
12,3,0,1,2,2,1,57,95.32,13.38,17051.67,0.42,208,0.07,947.31,1274.89,107,101,56,14,72,N
2,5,7,3,3,2,1,26,37.91,24.48,22721.17,0.31,169,0.04,1262.29,928.12,67,102,26,19,40,Y
1,1,0,0,1,1,1,49,131.5,12.25,19732.68,0.54,290,0.08,1096.26,1610.83,140,150,40,7,52,N
1,1,0,0,1,1,1,15,45.71,4.16,789.64,0.06,42,0.24,43.87,189.99,19,23,16,7,18,N
14,1,1,0,1,1,1,57,81.28,22.63,41621.78,0.61,333,0.04,2312.32,1839.35,144,189,35,11,74,N
12,1,0,16,1,1,1,27,94.27,9.15,7886.05,0.29,152,0.11,438.11,862.21,75,77,41,10,57,N
13,3,0,16,2,2,1,38,102.96,10.3,10918.78,0.35,181,0.1,606.6,1060.29,88,93,47,11,69,N
18,7,1,2,4,2,1,72,100.77,24.1,58552.86,0.81,378,0.04,3252.94,2429.13,170,208,67,19,95,N
0,3,0,0,2,2,1,10,37.09,4.5,751.09,0.06,38,0.22,41.73,166.91,18,20,14,7,12,N
4,1,2,0,1,1,1,17,74.53,8.79,5762.91,0.22,124,0.11,320.16,655.39,51,73,29,10,25,N
79,51,2,141,28,22,10,199,99.67,63.84,406216.63,2.12,909,0.02,22567.59,6363,353,556,94,34,425,N
21,1,1,9,1,1,1,77,75.64,39.48,117903.64,1,565,0.03,6550.2,2986.25,201,364,28,11,110,N
19,1,2,7,1,1,1,76,75.64,39.48,117903.64,1,565,0.03,6550.2,2986.25,201,364,28,11,106,N
3,9,0,0,5,5,1,25,13.48,27.19,9961.73,0.12,81,0.04,553.43,366.41,29,52,8,15,30,N
3,9,0,0,5,5,1,25,13.48,27.19,9961.73,0.12,81,0.04,553.43,366.41,29,52,8,15,30,N
40,57,0,7,29,23,1,470,214.88,83.56,1500388.97,5.99,2372,0.01,83354.94,17955.7,1103,1269,165,25,519,N
2,1,0,0,1,1,1,17,58.87,4.2,1038.47,0.08,52,0.24,57.69,247.25,24,28,20,7,21,N
24,31,0,0,16,14,1,219,167.38,43.03,309865.86,2.4,1054,0.02,17214.77,7201.87,491,563,97,17,245,N
1,1,0,0,1,1,1,15,48.78,4.32,911.87,0.07,46,0.23,50.66,210.91,21,25,17,7,18,N
2,3,0,0,2,2,1,12,39.18,4.67,853.24,0.06,41,0.21,47.4,182.84,20,21,15,7,16,N
25,5,42,0,3,2,3,64,101.2,18.24,33667.41,0.62,310,0.05,1870.41,1845.8,152,158,50,12,133,N
16,1,0,0,1,1,1,52,168.57,16.97,48553.53,0.95,450,0.06,2697.42,2860.9,198,252,70,12,70,Y
15,17,0,1,9,9,7,174,176.85,51.3,465360,3.02,1296,0.02,25853.33,9072,554,742,108,20,192,N
4,3,0,2,2,2,1,15,29.47,13.24,5161.76,0.13,78,0.08,286.76,390,30,48,17,15,23,N
8,5,0,4,3,2,1,33,55.9,14.95,12492.89,0.28,154,0.07,694.05,835.64,69,85,30,13,53,Y
72,25,0,73,13,7,6,325,224.01,70.05,1099074.9,5.23,2077,0.01,61059.72,15690.88,1005,1072,165,23,472,N
7,3,0,3,2,2,1,26,40.04,21.67,18795.28,0.29,163,0.05,1044.18,867.47,65,98,24,16,38,N
7,7,0,0,4,4,1,21,24.27,13.14,4191.89,0.11,65,0.08,232.88,318.95,23,42,14,16,30,N
16,5,1,14,3,1,1,94,93.34,28.15,73984.09,0.88,410,0.04,4110.22,2627.85,183,227,65,20,127,N
10,1,10,4,1,1,1,46,118.26,12.02,17081.67,0.47,236,0.08,948.98,1421.28,118,118,54,11,72,N
6,5,0,1,3,2,1,69,64.87,25.3,41519.9,0.55,279,0.04,2306.66,1641.26,125,154,42,17,78,N
12,1,9,4,1,1,1,30,109.66,11.06,13423.09,0.4,208,0.09,745.73,1213.24,104,104,47,10,57,N
4,1,0,0,1,1,1,94,236.82,16.56,64969.6,1.31,593,0.06,3609.42,3922.52,262,331,87,11,100,N
3,9,0,0,5,3,5,17,20.1,13,3397.46,0.09,57,0.08,188.75,261.33,26,31,12,12,22,N
29,11,8,10,6,2,1,89,84.19,32.81,90642.81,0.92,431,0.03,5035.71,2762.45,200,231,64,21,138,N
5,1,7,0,1,1,1,16,58.49,9.04,4775.74,0.18,100,0.11,265.32,528.54,46,54,28,11,30,N
12,1,0,1,1,1,1,33,168.98,9.14,14115.6,0.51,245,0.11,784.2,1544.43,113,132,68,11,48,N
29,9,0,0,5,5,1,111,139.39,15.5,33489.35,0.72,338,0.06,1860.52,2160.6,155,183,70,14,142,N
14,5,7,17,3,3,1,49,68.08,17.36,20521.53,0.39,197,0.06,1140.09,1182,96,101,47,17,89,N
14,5,20,5,3,3,1,58,114.02,14.78,24894.09,0.56,265,0.07,1383,1684.75,132,133,67,15,99,N
30,13,0,0,7,6,1,328,260.81,54,760414.2,4.69,1933,0.02,42245.23,14082.68,883,1050,139,17,360,N
58,15,0,0,8,7,1,303,280.2,20.89,122265.62,1.95,821,0.05,6792.53,5853.14,376,445,126,14,363,N
4,3,0,0,2,2,1,9,22.93,10.5,2528.5,0.08,54,0.1,140.47,240.81,21,33,11,11,15,N
7,17,0,1,9,7,1,34,28.94,21,12762.57,0.2,112,0.05,709.03,607.74,44,68,22,21,44,N
5,1,0,0,1,1,1,20,107.38,5.2,2903.43,0.19,108,0.19,161.3,558.35,52,56,30,6,27,N
11,3,0,0,2,2,1,39,91.25,15.02,20591.97,0.46,234,0.07,1144,1370.77,104,130,45,13,52,N
40,5,10,98,3,3,3,152,243.44,27.81,188237.9,2.26,928,0.04,10457.66,6769.41,458,470,140,17,302,Y
12,5,0,0,3,3,1,55,88.89,19.93,35325.77,0.59,300,0.05,1962.54,1772.07,131,169,46,14,69,N
3,3,0,0,2,2,1,7,17.29,6.75,787.67,0.04,27,0.15,43.76,116.69,9,18,8,12,12,N
29,55,1,10,28,21,11,480,207.99,88.44,1626925.91,6.13,2445,0.01,90384.77,18395.11,1125,1320,159,25,522,N
12,37,0,0,19,16,1,235,105.57,58.89,366067.77,2.07,924,0.02,20337.1,6216.6,425,499,83,23,253,N
2,13,0,0,7,7,1,48,50.09,21.78,23758.8,0.36,211,0.05,1319.93,1090.85,99,112,25,11,52,N
1,3,0,0,2,2,1,18,41.01,9.13,3418.78,0.12,73,0.11,189.93,374.44,35,38,23,12,25,N
26,7,2,93,4,4,1,107,126.22,23.4,69110.62,0.98,500,0.04,3839.48,2953.45,234,266,50,10,230,N
9,9,0,6,5,3,1,39,41.72,23.75,23534.59,0.33,173,0.04,1307.48,990.93,85,88,34,19,56,N
12,1,0,9,1,1,1,85,125.42,22.71,64711.47,0.95,468,0.04,3595.08,2848.93,212,256,56,12,108,N
0,1,0,0,1,1,1,2,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,4,N
5,13,0,2,7,3,1,22,16.48,21.7,7760.51,0.12,78,0.05,431.14,357.63,31,47,10,14,31,N
7,3,0,1,2,2,1,21,58.49,11.85,8207.69,0.23,133,0.08,455.98,692.86,56,77,26,11,31,N
13,95,0,0,48,25,32,110,47.49,54.66,141892.68,0.87,449,0.02,7882.93,2595.83,177,272,34,21,127,N
0,5,0,7,3,3,1,10,15.63,6.75,712.03,0.04,27,0.15,39.56,105.49,9,18,6,9,19,N
8,23,0,4,16,12,6,61,46.07,33.67,52235.72,0.52,244,0.03,2901.98,1551.24,100,144,49,33,75,N
5,17,0,7,9,4,9,37,55.99,19.29,20833.95,0.36,180,0.05,1157.44,1080,79,101,43,21,51,N
11,11,0,3,6,2,6,51,92.85,15.09,21155.16,0.47,225,0.07,1175.29,1401.48,103,122,58,17,67,N
24,11,0,0,6,5,1,74,77.45,30.64,72698.95,0.79,394,0.03,4038.83,2372.81,160,234,47,18,101,N
2,9,0,0,5,3,5,19,44.85,11.82,6263.64,0.18,106,0.08,347.98,530,52,54,22,10,23,N
16,33,0,0,17,17,1,81,201.88,10.37,21710.89,0.7,353,0.1,1206.16,2093.55,160,193,54,7,99,N
41,27,0,21,14,9,3,194,142.53,40,228045,1.9,844,0.03,12669.17,5701.13,352,492,88,20,258,N
21,17,0,2,9,3,1,105,66.66,43.17,124230.38,0.96,462,0.02,6901.69,2877.71,208,254,53,22,130,N
2,3,0,0,2,2,1,7,12.25,4.8,282.29,0.02,17,0.21,15.68,58.81,8,9,5,6,11,N
9,21,0,2,11,6,4,51,40.77,33.45,45603.91,0.45,229,0.03,2533.55,1363.51,99,130,37,25,64,N
10,1,0,0,1,1,1,24,137.24,7.06,6838.09,0.32,164,0.14,379.89,968.73,80,84,51,9,36,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,N
2,5,0,4,3,3,1,15,20.39,10.5,2247.55,0.07,48,0.1,124.86,214.05,21,27,11,11,23,N
4,5,0,0,3,1,1,38,78.46,12.88,13018.74,0.34,180,0.08,723.26,1010.65,89,91,38,11,44,N
3,7,0,0,4,1,4,17,21.71,18.31,7276.54,0.13,81,0.05,404.25,397.46,28,53,13,17,23,N
3,7,0,0,4,3,3,32,57.53,9.62,5319.06,0.18,107,0.1,295.5,553.18,50,57,26,10,37,N
12,5,1,11,3,1,1,23,58.18,19.5,22122.46,0.38,200,0.05,1229.03,1134.49,78,122,34,17,50,N
8,3,0,0,2,2,1,21,57.84,9.29,4995.18,0.18,101,0.11,277.51,537.51,49,52,29,11,31,N
24,31,1,4,16,15,1,392,254.99,57,828473.91,4.84,1922,0.02,46026.33,14534.63,912,1010,168,21,423,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,N
26,1,0,0,1,1,1,112,218.15,19.5,82950.38,1.42,631,0.05,4608.35,4253.87,282,349,94,13,140,N
1,9,0,0,5,3,1,49,55.26,21.29,25051.45,0.39,200,0.05,1391.75,1176.53,97,103,41,18,52,N
2,11,0,6,6,5,4,50,71.92,18.57,24806.45,0.45,229,0.05,1378.14,1335.73,104,125,42,15,58,N
10,29,0,12,15,10,14,73,99.05,28.74,81820.29,0.95,424,0.03,4545.57,2846.84,194,230,81,24,95,N
15,5,0,0,3,2,1,65,99.21,14.97,22219.62,0.49,258,0.07,1234.42,1484.76,117,141,43,11,82,N
3,3,0,0,2,2,1,17,45.64,9.36,3998.36,0.14,82,0.11,222.13,427.18,39,43,25,12,24,N
47,3,0,21,2,2,1,170,246.94,36.9,336181.92,3.04,1331,0.03,18676.77,9111.35,579,752,102,13,240,N
24,3,0,12,2,2,1,99,201.31,20.9,87961.33,1.4,632,0.05,4886.74,4207.99,283,349,88,13,137,N
3,3,0,0,2,2,1,9,23.29,7.08,1168.74,0.05,37,0.14,64.93,165,17,20,12,10,14,N
18,3,0,3,2,1,1,61,72.74,21.82,34628.63,0.53,289,0.05,1923.81,1587.15,120,169,33,12,90,N
3,1,3,0,1,1,1,15,55.43,7.83,3395.1,0.14,86,0.13,188.62,433.82,36,50,23,10,23,N
1,1,0,0,1,1,1,4,15.38,4.57,321.48,0.02,18,0.22,17.86,70.32,8,10,7,8,7,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,N
11,9,0,7,5,3,5,58,47.92,28.82,39810.28,0.46,240,0.03,2211.68,1381.17,98,142,34,20,83,N
14,9,0,0,5,4,1,87,85.01,28.65,69766.83,0.81,396,0.03,3875.94,2435.3,182,214,54,17,103,N
5,5,0,0,3,2,1,19,29.65,11.19,3715.78,0.11,67,0.09,206.43,331.93,31,36,18,13,26,N
0,1,0,0,1,1,1,2,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,4,N
4,7,1,3,4,4,1,59,77.55,22.32,38621.74,0.58,298,0.04,2145.65,1730.59,122,176,41,15,69,N
11,23,4,15,12,8,1,50,35.01,37.74,49858.98,0.44,245,0.03,2769.94,1321.12,111,134,25,17,82,N
5,13,0,0,7,4,6,21,34.76,17.64,10816.28,0.2,113,0.06,600.9,613.17,49,64,25,18,28,N
0,3,0,0,2,2,1,9,37.09,4.5,751.09,0.06,38,0.22,41.73,166.91,18,20,14,7,11,N
1,1,0,0,1,1,1,9,50.88,4.47,1017.65,0.08,49,0.22,56.54,227.55,23,26,18,7,12,N
30,109,0,15,55,39,31,234,122.05,63.14,486573.72,2.57,1110,0.02,27031.87,7706.19,449,661,96,27,281,Y
1,1,0,2,1,1,1,5,42.04,2.92,357.65,0.04,30,0.34,19.87,122.62,14,16,12,5,11,N
1,3,0,1,2,2,1,23,66.85,5.89,2316.26,0.13,81,0.17,128.68,393.5,37,44,22,7,28,N
9,1,0,1,1,1,1,49,149.81,8.72,11391.2,0.44,223,0.11,632.84,1306.33,109,114,50,8,61,N
9,1,0,1,1,1,1,51,160.61,8.6,11889.23,0.46,233,0.12,660.51,1381.86,114,119,53,8,63,N
12,1,2,0,1,1,1,62,188.12,8.87,14789.29,0.56,274,0.11,821.63,1667.96,133,141,60,8,78,N
8,1,0,1,1,1,1,34,114.76,7.3,6115.53,0.28,150,0.14,339.75,837.74,73,77,40,8,45,N
9,5,0,1,3,2,1,35,34.68,19.95,13803.3,0.23,136,0.05,766.85,691.89,57,79,20,14,48,N
3,3,0,0,2,2,1,9,23.29,7.08,1168.74,0.05,37,0.14,64.93,165,17,20,12,10,14,N
12,7,1,1,4,2,1,56,72.82,24.81,44839.15,0.6,291,0.04,2491.06,1806.95,134,157,54,20,72,N
8,21,0,0,11,9,3,139,98.09,39.67,154335.05,1.3,595,0.03,8574.17,3890.8,272,323,72,21,152,N
18,1,0,17,1,1,1,92,183.27,13.43,33048.3,0.82,381,0.07,1836.02,2461.04,188,193,77,11,129,N
2,1,0,0,1,1,1,31,62.09,13.79,11804.52,0.29,155,0.07,655.81,856.15,70,85,33,13,35,N
9,1,0,0,1,1,1,231,184.6,43.99,357202.76,2.71,1217,0.02,19844.6,8120.34,553,664,88,14,242,N
0,3,0,0,2,2,1,6,19.65,5.5,594.27,0.04,25,0.18,33.01,108.05,11,14,10,10,8,N
3,9,0,0,5,2,3,25,50.57,15.68,12436.7,0.26,142,0.06,690.93,793.06,69,73,33,15,30,N
